sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
9cf16234247a,why do we need bloom filter in filtering streams,(e) Why do we need Bloom filter in filtering streams?,BCST-603,CSE 3rd year.pdf,1,4666
beb952e847bd,and microprocessor,80386 and 80486 microprocessor?,Q4.,CSE 3rd year.pdf,1,5032
acb9894bd42b,why should page replacement be performed,(c) Why should page replacement be performed?,TCS-601/1970/4,CSE 3rd year.pdf,1,3830
734b27e39b15,why they are needed,Why they are needed?,CST021_005 |,CSE 3rd year.pdf,1,2377
921488d1f536,with a neat schematic explain the frame structure of,With a neat schematic explain the frame structure of,[P.T.O.],CSE 3rd year.pdf,1,2244
bb875a97f0a8,would you go about it,would you go about it?,TCS-402/1960/4,CSE 3rd year.pdf,1,4331
56576390164e,write a routine to implement,Write a routine to implement,UNIT - V,CSE 3rd year.pdf,1,2914
b048c9560078,write about various classes of ip addresses,Write about various classes of IP addresses?,COMPUTER NETWORK,CSE 3rd year.pdf,1,2113
ac0976e3db80,write advantage and disadvantage of,Write advantage and disadvantage of,ANALYSIS OF ALGORITHMS,CSE 3rd year.pdf,1,3094
81dc9594bdaa,write complete algorithm for topological sort,Write complete algorithm for Topological Sort.,TCS-503/1680,CSE 3rd year.pdf,1,6770
74408f722f63,write four differences between them,Write four differences between them.,DESIGN & ANALYSIS OF ALGORITHM,CSE 3rd year.pdf,1,6589
a2c591e3346b,write notes on rgb and hsv color models,Write notes on RGB and HSV color models?,PTO,CSE 3rd year.pdf,1,2079
8b2484d21801,write procedures for creation and deletion of segement with suitable examples,Write procedures for creation and deletion of segement with suitable examples?,GRAPHICS,CSE 3rd year.pdf,1,1998
fa816a149659,write short notes on open gl api and sierpinski gasket,(a) Write Short Notes on Open GL API and Sierpinski Gasket?,[P.T.O.],CSE 3rd year.pdf,1,810
811b2ee05a53,write the algorithm for partitioning into,Write the algorithm for partitioning into,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE 3rd year.pdf,1,1030
041f7cd49497,write the implementation of shortest,Write the implementation of shortest,CST021_005 |,CSE 3rd year.pdf,1,2360
37d4a4cf0968,write the sequence of vertices and cost of the shortest path from s to t,Write the sequence of vertices and cost of the shortest path from S to T.,TCS-503/1680,CSE 3rd year.pdf,1,6765
2627daced00e,write the utility of segment,Write the utility of segment.,GRAPHICS,CSE 3rd year.pdf,1,2000
d9dde960ae4a,write the various,Write the various,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE 3rd year.pdf,1,1026
b98e33841ddc,write two difference between prism and kruskal,Write two difference between prism and kruskal.,DESIGN & ANALYSIS OF ALGORITHM,CSE 3rd year.pdf,1,6601
11f6ad8ec52a,x,X3+1?,X3+1?,CSE 3rd year.pdf,1,892
abc51b014dcd,you access command line arguments from within a shell script,you access command line arguments from within a shell script?,TCS-402/1960/4,CSE 3rd year.pdf,1,4058
cd8ad7a326ab,you construct a minimum spanning tree using kruskal s algorithm,you  construct a minimum Spanning tree using Kruskal’s algorithm?,ANALYSIS OF ALGORITHMS,CSE 3rd year.pdf,1,3062
